title,type,description,release_year,runtime,genres,production_countries,tmdb_popularity,Actors
No Escape Room,MOVIE,A father and daughter check out a small town escape room and discover there is something sinister about the place.,2018,85,'thriller';'horror','US',16.09,Jeni Ross;Mark Ghanimé;Brianna Barnes;Hamza Haq;Dennis Andres;Kathryn Davis;Kate Hurman;Samantha Amory;Jad Saikali;Alex Merkin
Somewhere Between,SHOW,"Laura Price, a local news producer in San Francisco, is helping the police to hunt down a serial killer. After the killer strikes close to home, a twist of fate allows a “Groundhog Day”-type reset, and Laura relives the week prior to the string of murders. Can she change fate and stop the killer?",2017,42,'drama';'thriller';'scifi','US',14.04,Paula Patton;Devon Sawa;JR Bourne;Aria Birch
Baby,SHOW,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",2018,45,'drama','IT',38.201,Benedetta Porcaroli;Alice Pagani;Riccardo Mandolini;Chabeli Sastre González;Brando Pacitto;Lorenzo Zurzolo;Massimo Poggio;Galatea Ranzi;Tommaso Ragno;Mehdi Nebbou;Claudia Pandolfi;Giuseppe Maggio;Isabella Ferrari;Mirko Trovato;Thomas Trabacchi
Sick Note,SHOW,"When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better. But then he finds out he was misdiagnosed by the most incompetent oncologist on Earth and now he has a big decision to make: come clean and go back to his old rubbish life, or keep pretending to be ill.",2017,24,'comedy';'crime','GB',8.196,Rupert Grint;Nick Frost;Pippa Bennett-Warner;Lindsay Lohan;Marama Corlett;Karl Theobald;Daniel Rigby;Belinda Stewart-Wilson;Camilla Beeput;Matilda Thorpe;Nathan Dean Williams;Oliver Cambridge;Darren Clarke;Alexis Strum;Frances Ashman;Miles Richardson;Dustin Demri-Burns;Alison King;Robert Daws;Natasia Demetriou;Jenny Bede;Seb Cardinal;Tolu Ogunmefun;Ben Ashenden;Beth Rylance;David Earl;Chris Hayward;Peter Singh;Louise Stewart;Honor Kneafsey;Wanda Opalinska
Hitler's Circle of Evil,SHOW,"Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future.",2018,52,'documentation';'history';'war','GB',5.542,Alisdair Simpson;Jonathon Michaels;Steve Munroe;Conan Sweeny;Zivile Matikiene;Vic Waghorn;Chris Wilson
Haunted,SHOW,"Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments.",2018,25,'documentation';'horror';'reality','US',19.435,Vanda Chaloupková;Erika Guntherová;Oskar Hes;Michael Pitthan;Daniel Rchichev;Abigail Rice;Kamila Trnková
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,"The story of Lynyrd Skynyrd; The Greatest American Rock Band Ever. We fly beyond Free Bird to celebrate the life & times of leader Ronnie Van Zant, from boogie-woogie beginnings in Jacksonville’s Shantytown to a tragic end in a Mississippi swamp.",2018,94,'documentation';'music','US',3.925,Ronnie Van Zant;Johnny Van Zant;Gary Rossington;Edward King;Artimus Pyle;Al Kooper;Steve Gaines;Allen Collins;Billy Powell;Stephen Kijak
Immortals,SHOW,"Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",2018,47,'scifi';'action';'drama';'fantasy';'thriller';'music','TR',13.712,Elçin Sangu;Selma Ergeç;Kerem Bürsin;Birkan Sokullu;Hazal Türesan;Nilperi Şahinkaya;Elit İşcan;İpek Tenolcay;Efecan Şenolsun;Türkü Turan;Oral Özer;Edip Tepeli
The Week Of,MOVIE,The parents of a soon-to-be married couple make the final preparations for the wedding ceremony.,2018,116,'comedy','US',10.24,Adam Sandler;Chris Rock;Steve Buscemi;Rachel Dratch;Allison Strong;Roland Buck III;Katie Hartman;Chloe Himmelman;Jake Lippmann;Jim Barone;June Gable;Suzanne Shepherd;Christian Capozzoli;Nasser Faris;Jared Sandler;Andrew Polk;Liz Larsen;Jackie Sandler;Maury Ginsberg;Noah Robbins;Griffin Santopietro;Melanie Nicholls-King;Jorge Luna;Rob Morgan;Germar Terrell Gardner;Patricia Belcher;Rachel Pegram;Chuck Nice;Kenajuan Bentley;Scott Cohen;Alex Song;Langan Kingsley;Rebecca Vigil;Joel Garland;Chris Titone;Garry Pastore;Robert Smigel;Misti Dawn Garritano;Brock Yurich;Nik Sadhnani;Michael James Levy;Teddy Coluca;Joe Passaro;Dominick Foresto;Sunny Sandler;Eric Lamonsoff;Aubrey Saverino;Dan Patrick;Sadie Sandler;Andy Taylor;Patrick O'Connor;Paul Pabst;Todd J. Fritz;Andrew J. Perloff;Roey Smigel;Ethan Smigel;Alex Cranmer;Steven E. Fernandez;Joe Stapleton;Shannon Thornton;Whitney Rae Grandell;Alicia Ellen Moore;Francesca Mars;Peter Romano;Max Chernin;Joe Avellar;Duarte Geraldino;Alice Gainer;Joel Kim Booster;Ronnie Mund;Jeff Kobrin;Joseph Malovany;Liz Samuel;David Storch;Graydon Long;Randy Ramos Jr.;Jose Emilio Borrero;Izzy Ruiz;Joseph Vecsey;Scott Aiello;Grandma Yetta;Elia Athans;Caliph Jones;Tobi Kanter;Lynn Marocola;Robert Smigel
iBoy,MOVIE,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",2017,90,'scifi';'action';'crime';'thriller','GB',14.284,Bill Milner;Maisie Williams;Rory Kinnear;Miranda Richardson;Jordan Bolger;Charley Palmer Rothwell;Helen Daniels;Aymen Hamdouchi;Christopher Colquhoun;Adam Lazarus;Nick Thomas-Webster;Susan Fordham;McKell David;Armin Karima;Shaquille Ali-Yebuah;Leon Annor;Lucy Thackeray;Oliver Coopersmith;Petrice Jones;Cameron Jack;Lindy Pieri;Sally Davey;Clara Onyemere;Jamie Roberts;Samuel Kyi Ankrah;Matthew Faucher;Jason Beeston;Gary Baxter;Ben Bean;Adam Randall
The Standups,SHOW,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",2017,30,'comedy','US',2.314,Nate Bargatze;Dan Soder;Beth Stelling;Fortune Feimster;Nikki Glaser;Deon Cole
May the Devil Take You,MOVIE,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.",2018,110,'thriller';'horror','ID',13.478,Chelsea Islan;Pevita Pearce;Ray Sahetapy;Karina Suwandi;Samo Rafael;Hadijah Shahab;Ruth Marini;Kinaryosih;Clara Bernadeth;Nicole Rossi;Daniel Ekaputra;Emma;Badra;Abimana Aryasatya;Timo Tjahjanto
The Bride of Habaek,SHOW,"Yoon So Ah is a pragmatic neuropsychiatrist who carries a tremendous financial burden to run her own practice. Her family has been tasked with serving Ha Baek, a reincarnated water god, for many generations, and So Ah is forced to do the same. Ha Baek starts to develop feelings for So Ah, but he has competition for her heart from Hoo Ye, the CEO of a resort company, who clashes with So Ah over a piece of land but then falls in love with her. Can a relationship between a mortal female and a god have a future?",2017,67,'drama';'comedy';'fantasy';'romance','KR',60.517,Nam Joo-hyuk;Shin Se-kyung;Lim Ju-hwan;Krystal Jung;Gong Myoung;Choi Woo-ri;Song Won-geun;Bae Noo-ri;Kim Byung-soo
The Breaker Upperers,MOVIE,Two women run a business breaking up couples for cash but when one develops a conscience their friendship unravels.,2018,82,'comedy','NZ',7.605,Jackie van Beek;Madeleine Sami;Celia Pacquola;James Rolleston;Ana Scotney;Carl Bland;Brett O’Gorman;Cohen Holloway;Rima Te Wiata;Angella Dravid;Jemaine Clement;Nic Sampson;Ryan Lampp;Karen O'Leary;Rose Matafeo;Stacey Te Hau;Troy Kingi;Te Keepa Aria;Amanaki Prescott-Faletau;Moe Laga;Hillary Samuela;Bryce Darren Taniue;Jimmy Metherell;Lucy Lawless;Teuila Blakely;Elroy Finn;Renee Lyons;Urzila Carlson;Joyce Irving;Pax Assadi;Chris Parker;Kura Forrester;Yvette Parsons;Oscar Kightley;Anapela Polataivao;Mike Beck;Donna Brookbanks;Todd Emerson;Wesley Dowdell;Laura Daniel;Brynley Stent;Harry McNaughton;Andrew Grainger;Jesse Griffin;Guy Montgomery;Penny Ashton;Jaquie Brown;Madeleine Sami;Jackie van Beek
When Heroes Fly,SHOW,"Eleven years after falling out, four friends, war veterans of a Special Forces unit, reunite for one final mission: to find Yaeli, a former lover of one of them and sister of another. Their journey will take them deep into the Colombian jungle but, as to succeed, first they must confront the trauma that tore them apart.",2018,48,'war';'drama';'action','IL',12.196,Tomer Capone;Moshe Ashkenazi;Michael Aloni;Nadav Nates;Ninet Tayeb;Oded Fehr;Gil Frank;Dan Mor;Vanessa Chaplot;Santiago Bejarano;Yael Sharoni;Omri Givon
El Chapo,SHOW,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",2017,44,'drama';'action';'crime';'history','US',114.888,Marco de la O;Valentina Acosta;Juan Carlos Olivas;Humberto Busto;Alejandro Aguilar;Hernán Romo;Tete Espinoza
If I Hadn't Met You,SHOW,"Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",2018,52,'thriller';'drama';'scifi';'fantasy';'romance','ES',4.495,Pablo Derqui;Andrea Ros;Javier Beltrán;Montse Guallar;Mercedes Sampietro;David Vert
What the Health,MOVIE,"Filmmaker Kip Andersen uncovers the secret to preventing and even reversing chronic diseases, and he investigates why the nation's leading health organizations doesn't want people to know about it.",2017,97,'documentation','US',8.27,Neal Barnard;Tia Blanco;Jake Conroy;Caldwell Esselstyn Jr.;Mike Ewall;Alan Goldhamer;Michael Greger;Mu Jin Han;Jaydee Hanson;Joel Kahn;Mark Kennedy;Steve-O;Keegan Kuhn
Hi Score Girl,SHOW,"The year is 1991 and 6th grader Yaguchi Haruo only has video games to live for. He's not popular in school and he's neither handsome, funny, nice nor even friendly. The only thing he has going for him is that he is good at video games. One day at the local arcade, he plays Oono Akira, a fellow classmate but who's popular, smart, pretty and a rich girl that absolutely destroys him at Street Fighter II. Not only does he lose to her 30 times in a row, he can’t beat her at any game. Haruo can’t seem to shake Akira off as she follows him from arcade to arcade everyday after school and beats him every time. As weird as it sounds, the odd couple begins a strange bond and friendship.",2018,27,'comedy';'animation';'action';'romance','JP',13.722,Sayumi Suzushiro;Daiki Yamashita;Satomi Arai;Cho;Chinatsu Akasaki;Hochu Otsuka;Yuuki Hirose;Kohei Amasaki;Kazuyuki Okitsu
The Long Dumb Road,MOVIE,Two guys serendipitously meet at a time when they both find themselves at personal crossroads and decide to embark on an unplanned road trip across the American Southwest.,2018,90,'comedy','US',3.823,Tony Revolori;Jason Mantzoukas;Taissa Farmiga;Grace Gummer;Ron Livingston;Casey Wilson;Ciara Bravo;Cynthy Wu;Ben Rosenfield;Pamela Reed;Lindsay Burdge;Hannah Fidell
Long Shot,MOVIE,"When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around unexpected raw footage.",2017,40,'documentation';'sport';'crime','US',4.708,Tim Gibbons;Robert Gajic;Larry David;Kym Whitley;Tasha Boggs;Melissa Catalan;Miguel Catalan;Leslie Dunn;Sam Fernández;Éric Gagné;Marcus Giles;Alma Oseguera;Martin Pinner;Juan Rodríguez;Beth Silverman;Deborah Wong Yang
Dude,MOVIE,Four best friends negotiate loss and major life changes during the last two weeks of high school.,2018,90,'comedy';'drama','US',10.798,Lucy Hale;Kathryn Prescott;Alexandra Shipp;Awkwafina;Alex Wolff;Jerry MacKinnon;Michaela Watkins;Austin Abrams;Austin Butler;Brooke Smith;Ronen Rubinstein;Satya Bhabha;Sydney Lucas;Nora Dunn;Ian Gomez;Colton Dunn;Jack McBrayer;Sasha Spielberg;D.C. Pierson;Claudia Doumit;Matt Corboy;Artemis Pebdani;Esther Povitsky;Stony Blyden;Gracie Watrous;Alana Baer;Sabina Friedman-Seitz;Hayden Tweedie;Chelsea O'Toole;Stephon Fuller;Dana Williams;Easton Alexeyev;David S. Robinson Hicks;Olivia Milch
The Debt Collector,MOVIE,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.",2018,95,'action';'comedy','US';'GB',29.382,Scott Adkins;Louis Mandylor;Michael Paré;Tony Todd;Vladimir Kulich;Robert Rusler;Selina Lo;Nihan Gur;Sara Finley;Essam Ferris;Marshal Hilton;Danice Cabanela;Grant Harling;Geordie Robinson;Jack Lowe;Rich Manley;Sean Crampton;Justin Gant;Robert Hallak;Josie M. Parker;Matt Harrison;Alex Jungers;Jake McDermott;Marc Schaffer;Kelly Tucci;Rachel Brann;Michael Meir Saltzman;David William No;Alexa Bondar;Dennis Keiffer;Jesse V. Johnson
Sugar Rush,SHOW,"A relentlessly fast-paced baking competition that challenges brilliant bakers to create sweet treats that look and taste amazing – all against the clock. Who will race to the finish and win $10,000?",2018,51,'reality','US',8.74,Hunter March;Candace Nelson;Adriano Zumbo
Handsome Devil,MOVIE,A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.,2017,95,'drama';'comedy';'sport';'european','IE',12.021,Fionn O'Shea;Nicholas Galitzine;Andrew Scott;Ardal O'Hanlon;Amy Huberman;Ruairi O'Connor;Michael McElhatton;Moe Dunford;Mark Doherty;Hugh O'Conor;Norma Sheahan;Stephen Hogan;Patrick McDonnell;Jay Duffy;John Butler
Win It All,MOVIE,A gambling addict faces a conflict when entrusted with keeping a bunch of money that isn't his.,2017,88,'comedy','US',5.181,Jake Johnson;Aislinn Derbez;Joe Lo Truglio;Keegan-Michael Key;Nicky Excitement;Rony Shemon;Morgan Ng;Edward Kaihatsu;Adrian Jasso;José Antonio García;Jude Swanberg;Kris Rey;Arthur Agee;Steve Berg;Cliff Chamberlain;Tiffany Yvonne Cox;Kristin Davis;Rashawn Nadine Scott;Howard Sudberry;Salome St. Clair;Michael Braxton;Chris Lewandowski;Freddy Gonzalez;Ali Barthwell;Nydia Monarrez;A.J. Little John;Christopher R. Scott;Elizabeth Hale;Jamie Dobay;Steven Tapas;Brian Patrick Farrell;Michael Burke;Craig Casino;James Gates;Stan Jablonski;Richard Lobocki;Brian Majcher;David Mirshak;Ronald Sharkey;Brett Synak;Jeff Szlabis;Megan Hovany;Erica Alexandria Silverman;Abigail Garcia;Jude Roche;Joe Swanberg
Tottaa Pataaka Item Maal,MOVIE,"Four women from Delhi, NCR and Gurgaon, tired of dealing with the incessant fear or rape, decide to teach one man how it feels to be afraid of being raped, on a daily basis.",2018,107,'drama','IN',3.231,Shalini Vatsa;Chitrangada Chakraborty;Sonal Joshi;Ahmareen Anjum;Aditya Kripalani
Trolls Holiday,MOVIE,"When the eternally optimistic Poppy, queen of the Trolls, learns that the Bergens no longer have any holidays on their calendar, she enlists the help of Branch and the rest of the gang on a delightfully quirky mission to fix something that the Bergens don't think is broken.",2017,26,'fantasy';'comedy';'family';'romance';'animation',,21.838,Anna Kendrick;Justin Timberlake;Zooey Deschanel;Christopher Mintz-Plasse;James Corden;Ron Funches;Kunal Nayyar;Caroline Hjelt;Aino Jawo;Walt Dohrn;Kevin Michael Richardson;Curtis Stone;Mike Mitchell;Debi Derryberry;Joel Crawford
Joan Didion: The Center Will Not Hold,MOVIE,"Griffin Dunne’s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor.",2017,92,'documentation','US',5.069,Joan Didion;Griffin Dunne;Hilton Als;David Hare;Phyllis Rifield;Amy Robinson;Shelley Wanger;Tom Brokaw;Harrison Ford;Susanna Moore;Vanessa Redgrave;Robert Silvers;Calvin Trillin;Anna Wintour;Patricia Krenwinkel;Patricia Hearst;Charles Manson;Linda Kasabian;Leslie Van Houten;Janis Joplin;Tuesday Weld;Jim Morrison;Bobby Beausoleil;Oliver North;Jim Didion;Griffin Dunne
The Guest,SHOW,"The story of a psychic, a priest, and a detective who fight unusual crimes committed by strange powers.",2018,66,'drama';'crime';'thriller';'horror';'comedy','KR',7.293,Kim Dong-wook;Kim Jae-wook;Jung Eun-chae;Lee Won-jonguy;Park Ho-san;Ahn Nae-sang;Kim Hye-eun;Lee Hae-yeong;Nam Moon-chul;Park Hyo-joo;Yoo Seung-mok;Jeon Moo-song;Lee Yong-nyeo;Jeon Bae-soo;Kim Si-eun;Heo Yool;Lee Joo-sil;Yun Jong-seok;Kim Hong-sun
The Incredible Jessica James,MOVIE,"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",2017,83,'romance';'comedy','US',9.638,Jessica Williams;Chris O'Dowd;Noël Wells;Lakeith Stanfield;Megan Ketch;Zabryna Guevara;Susan Heyward;Will Stephen;Anne Carney;Taliyah Whitaker;Sarah Jones;Evander Duck Jr.;Patricia R. Floyd;Robert King;Jennifer Kim;De'Jhana Moore;Kayla Diaz;Davion Dowdell;Brandon S. Martinez;Selena Sanchez;Eric Loscheider;Matthew Maher;Hannah Bos;Gavin Haag;Collin Smith;Linda Glick;McManus Woodend;Jim Strouse
Siberia,MOVIE,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",2018,104,'romance';'thriller';'crime';'european','CA';'US';'DE',22.0,Keanu Reeves;Ana Ularu;Pasha D. Lychnikoff;Boris Gulyarin;Ashley St. George;Elliot Lazar;Veronica Ferres;Vladimir Shklyar;Mikhail Bogdanov;Rafael Petardi;Darren Ross;Vitaliy Demens;James Alexander;Dmitry Chepovetsky;Kis Yurij;Aleks Paunovic;Vlado Stokanic;Molly Ringwald;Alex Kudrytsky;Cory Chetyrbok;Nazariy Demkowicz;Morgan Holmstrom;Rayna Esposito;Lindsy Baudry;Bradley Sawatzky;Ruslan Rusin;Eugene Lipinski;Vitali Makarov;Jeff Strome;Richard Thomas;BJ Verot;Anders Strome;Connor Peterson;Matthew Ross
Ugly Delicious,SHOW,"Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub. All the flavor. None of the BS.",2018,51,'documentation','US',4.452,David Chang
The Resistance Banker,MOVIE,"In the occupied Netherlands during World War II, banker Walraven van Hall is asked to use his financial contacts to help the Dutch resistance. With his brother Gijs, he comes up with a risky plan to take out huge loans and use the money to finance the Resistance.",2018,124,'drama';'war';'european','NL',12.425,Barry Atsma;Jacob Derwig;Pierre Bokma;Götz Schubert;Fockeline Ouwerkerk;Raymond Thiry;Jaap Spijkers;Tjebbo Gerritsma;Peter Jordan;Matteo van der Grijn;Jochum ten Haaf;Ali Zijlstra;Steef de Bot;Frederik Brom;Violette Vandervelden;Allard Geerlings;Julien Croiset;Joram Lürsen
John Mulaney: Kid Gorgeous at Radio City,MOVIE,"John Mulaney relays stories from his childhood and ""SNL,"" eviscerates the value of college and laments getting older in this electric comedy special.",2018,64,'comedy','US',5.009,John Mulaney;Alex Timbers
Girlboss,SHOW,"Sophia is a rebellious, broke anarchist who refuses to grow up. She stumbles upon her passion of selling vintage clothes online and becomes an unlikely businesswoman. As she builds her retail fashion empire, she realizes the value and the difficulty of being the boss of her own life.",2017,27,'comedy','US',10.009,Britt Robertson;Alphonso McAuley;Ellie Reed;Johnny Simmons;Dean Norris
Because This Is My First Life,SHOW,"Nam Se-Hee is a single man in his early 30s. He has chosen to not marry. He owns his home, but he owes a lot on his mortgage. Yoon Ji-Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yoon Ji-Ho begins to live at Nam Se-Hee’s house. They become housemates.",2017,69,'drama';'comedy';'romance','KR',17.121,Lee Min-ki;Jung So-min;Park Byung-eun;Esom;Kim Min-seok;Kim Ga-eun;Jeon Hye-won;Kim Min-gue;Moon Hee-kyung;Kim Eung-soo;Kim Byeong-ok;Kim Sun-young;Ro Jong-hyun;Yoon Bo-mi;Hwang Suk-jung;Park Joon-hwa
Just Between Lovers,SHOW,Two survivors of a building collapse discover support and love in each other as they overcome the pain of loss and reconstruct a hopeful future.,2017,73,'drama';'romance','KR',20.502,Lee Jun-ho;Won Jin-a;Lee Ki-woo;Kang Han-na;Kim Hye-jun;Yoon Se-ah;Kim Kang-hyun;Na Moon-hee;Yoon Yoo-sun;Ahn Nae-sang;Han Seo-jin;Park Hee-von;Kim Min-gue;Tae In-ho;Park Si-eun;Kim Jin-won
The Saint,MOVIE,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",2017,92,'crime';'action','US',19.06,Adam Rayner;Eliza Dushku;Ian Ogilvy;James Remar;Roger Moore;Enrique Murciano;Thomas Kretschmann;Beatrice Rosen;Greg Grunberg;Yani Gellman;Sammi Hanratty;Jason Brooks;Michael Ornstein;Sonalii Castillo;Louis Hynes;Sam Hargrave;Ernie Barbarash
In Darkness,MOVIE,A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.,2018,100,'thriller','GB';'US',14.317,Natalie Dormer;Emily Ratajkowski;Ed Skrein;Joely Richardson;James Cosmo;Neil Maskell;Jan Bijvoet;Michael Bott;Amber Anderson;Srbo Markovic;Tracy Anne Green;Sofia Barclay;Lexie Benbow-Hart;Bern Collaço;Kim Adis;Olegar Fedoro;Daniel Eghan;Jem Kai Olsen;Stefan Kopiecki;Matt Sapsford;Anick Wiget;Andrius Davidenas;Renars Latkovskis;Fatah Ghedi;Cyrille Mansuy;Robert Benedetti-Hall;Michael Thyx;Alejandro De Mesa;Anthony Byrne
The Innocents,SHOW,"When a teenage couple runs away to be together, the extraordinary gift they possess unleashes powerful forces intent on dividing them forever.",2018,46,'scifi';'drama';'horror';'romance';'thriller','GB',20.691,Guy Pearce;Percelle Ascott;Laura Birn;Jóhannes Haukur Jóhannesson;Sam Hazeldine;Sorcha Groundsell
Bill Nye Saves the World,SHOW,"Bill Nye explores science and its impact on politics, society and pop culture. Each episode tackles a topic from a scientific point of view, dispelling myths, and refuting anti-scientific claims that may be espoused by politicians, religious leaders or titans of industry.",2017,32,'comedy','US',8.356,Bill Nye
I Am a Killer,SHOW,Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,2018,50,'documentation';'crime','GB',5.641,Lindsay Haugen;Mark Arthur;Brandon Hutchinson;Leo Little;Linda Lee Couch;Joseph Murphy;Cavona Flenoy;David Barnett;Toby Williams;Charles Armentrout;Gareth Morrow
Sierra Burgess Is a Loser,MOVIE,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018,105,'romance';'comedy';'drama','US',14.072,Shannon Purser;Kristine Froseth;Noah Centineo;RJ Cyler;Chrissy Metz;Alice Lee;Will Peltz;Mario Revolori;Joey Morgan;JT Neal;Brandon Thomas Lee;Lea Thompson;Alan Ruck;Joey Bell;Elizabeth Tovey;Shoniqua Shandai;Mariam Tovey;Wolfgang Novogratz;Ashton Smiley;Giorgia Whigham;Loretta Devine;Mary Pat Gleason;Matt Malloy;Geoff Stults;Ian Samuels
Sad Hill Unearthed,MOVIE,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western “The Good, the Bad and the Ugly,” directed by Sergio Leone in 1966.",2017,86,'documentation';'european','ES',6.121,Álex de la Iglesia;Carlo Leva;Christopher Frayling;Clint Eastwood;Ennio Morricone;Eugenio Alabiso;James Hetfield;Joe Dante;Peter J. Hanley;Sergio Salvati;Sergio Leone;Joseba del Valle;David Alba Romero;Sergio García Hernández;Diego Montero;Stephen Leigh;Daniel Jeffery;Will Ross;Devan Scott;Guillermo de Oliveira
Ibiza,MOVIE,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,2018,94,'comedy';'romance','US',9.813,Gillian Jacobs;Vanessa Bayer;Phoebe Robinson;Michaela Watkins;Jordi Mollà;Richard Madden;Anjela Nedyalkova;Nelson Dante;Augustus Prew;Anthony Welsh;Humphrey Ker;Gwen Elizabeth Duchon;Félix Gómez;Tea Vracic;Bojan Ban;Tara Thaller;Marko Paradzik;Ivan Devcic;Jani Zombori;Bozena Bilanovic;Coco Bolleboom;Petar Cvirn;Miguel Ángel Silvestre;Marina Salas;Albert Suárez;Alex Hernandez;Larisa Ivetic;Marco Ciglia;José Luis García Pérez;Lolo Herrero;Michelle Noh;Alex Richanbach
Shimmer Lake,MOVIE,Shot in reverse day-by-day through a week—a local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,2017,83,'thriller';'crime';'drama';'action';'history';'horror';'romance','CA';'US',20.508,Rainn Wilson;Benjamin Walker;John Michael Higgins;Rob Corddry;Adam Pally;Ron Livingston;Wyatt Russell;Stephanie Sigman;Mark Rendall;Julie Khaner;Karl Campbell;Angela Vint;Jordan Duarte;Matt Landry;Adam Saunders;Neil Whitely;Isabel Dove;Danny Waugh;Pasqualina Cardu;Oren Uziel
Suburra: Blood on Rome,SHOW,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",2017,48,'drama';'action';'crime';'european','IT',23.46,Alessandro Borghi;Giacomo Ferrara;Carlotta Antonelli;Federica Sabatini;Filippo Nigro;Adamo Dionisi;Paola Sotgiu;Alessandro Bernardini
Hey Arnold! The Jungle Movie,MOVIE,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.",2017,81,'animation';'comedy';'family';'fantasy';'thriller','US',16.413,Mason Vale Cotton;Benjamin Flores Jr.;Francesca Marie Smith;Anndi McAfee;Carlos Alazraqui;Alfred Molina;Justin Shenkarow;Antoinette Stella;Laya DeLeon Hayes;Jamil Walker Smith;Nika Futterman;Olivia Hack;Lane Toran;Dan Butler;Dan Castellaneta;Tress MacNeille;Maurice LaMarche;Dom Irrera;Kath Soucie;Danielle Judovits;Danny Cooksey;Jim Belushi;Craig Bartlett;Gavin Lewis;Jet Jurgensmeyer;Aiden Lewandowski;Nicolas Cantu;Wally Wingert;Stephen Stanton;Raymie Muzquiz
Tabula Rasa,SHOW,"A psychological thriller about Mie, a young woman with amnesia who is locked up in a secure psychiatric hospital. Mie is visited by Detective Inspector Wolkers who claims she was the last person seen with the vanished Thomas Spectre. As a witness and prime suspect, she appears to be the sole key to this mysterious disappearance. In order to solve the puzzle and find Thomas, Mie has to reconstruct her lost memories and find her way back through the dark labyrinth of her recent past.",2017,52,'drama';'horror';'thriller';'european','BE',7.903,Gene Bervoets;Hilde Van Mieghem;François Beukelaers;Lynn Van Royen;Tom Audenaert;Peter van den Begin;Natali Broods;Jeroen Perceval;Bilall Fallah;Soufiane Chilah;Veerle Baetens;Stijn Van Opstal;Jonas Govaerts;Kaat Beels
Spirit: Riding Free,SHOW,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail.",2017,23,'action';'animation';'family';'western';'comedy';'drama';'documentation','US',15.689,Amber Frank;Bailey Gambertoglio;Sydney Park
Little Witch Academia,SHOW,"When she was a little girl, Atsuko ""Akko"" Kagari saw a magic show performed by a witch named Shiny Chariot.  From that day on she wanted to be just like her.  Enrolling at Luna Nova Magical Academy and having no magical background, can she become a witch like her idol Shiny Chariot?",2017,25,'scifi';'animation';'comedy';'action';'drama';'family';'fantasy','JP',13.06,Megumi Han;Michiyo Murase;Fumiko Orikasa;Chinatsu Akasaki;Yoko Hikasa;Noriko Hidaka;Ryosuke Kanemoto;Arisa Shida;Yoh Yoshinari
